Date,Open,High,Low,Close,Adj Close,Volume
2020-03-04,11992.589844,12199.820313,11929.240234,12127.690430,12127.690430,147845700
2020-03-05,12191.410156,12207.769531,11844.879883,11944.719727,11944.719727,148086000
2020-03-06,11694.559570,11769.849609,11447.200195,11541.870117,11541.870117,195038500
2020-03-09,10690.080078,10995.219727,10556.639648,10625.019531,10625.019531,305324300
2020-03-10,10724.980469,11032.290039,10423.900391,10475.490234,10475.490234,267400800
2020-03-11,10601.849609,10761.429688,10390.509766,10438.679688,10438.679688,216708900
2020-03-12,9863.990234,9932.559570,9139.120117,9161.129883,9161.129883,390477000
2020-03-13,9480.780273,9985.740234,9064.679688,9232.080078,9232.080078,325900900
2020-03-16,8728.480469,8967.110352,8255.650391,8742.250000,8742.250000,302202400
2020-03-17,9141.169922,9145.929688,8423.559570,8939.099609,8939.099609,220092600
2020-03-18,8613.349609,8670.410156,8400.179688,8441.709961,8441.709961,207558900
2020-03-19,8495.940430,8668.480469,8257.530273,8610.429688,8610.429688,205539300
2020-03-20,9080.490234,9201.070313,8838.299805,8928.950195,8928.950195,286466000
2020-03-23,8536.330078,9071.139648,8480.280273,8741.150391,8741.150391,197208600
2020-03-24,9242.059570,9700.570313,9102.169922,9700.570313,9700.570313,203840700
2020-03-25,9987.370117,10137.620117,9460.910156,9874.259766,9874.259766,204692500
2020-03-26,9621.240234,10000.959961,9526.169922,10000.959961,10000.959961,160450300
2020-03-27,9793.500000,9886.179688,9541.830078,9632.519531,9632.519531,156138300
2020-03-30,9725.879883,9817.509766,9453.790039,9815.969727,9815.969727,131120200
2020-03-31,9970.790039,10096.419922,9703.879883,9935.839844,9935.839844,151505700
2020-04-01,9610.669922,9686.459961,9498.049805,9544.750000,9544.750000,132862200
2020-04-02,9587.450195,9650.269531,9337.019531,9570.820313,9570.820313,144225800
2020-04-03,9535.269531,9626.719727,9470.200195,9525.769531,9525.769531,116245300
2020-04-06,9889.030273,10097.309570,9841.490234,10075.169922,10075.169922,126692200
2020-04-07,10464.110352,10590.410156,10225.019531,10356.700195,10356.700195,149513100
2020-04-08,10301.559570,10340.790039,10198.219727,10332.889648,10332.889648,102430700
2020-04-09,10490.650391,10649.790039,10311.700195,10564.740234,10564.740234,134477100
2020-04-14,10733.969727,10820.169922,10658.959961,10696.559570,10696.559570,106043700
2020-04-15,10678.190430,10678.190430,10243.110352,10279.759766,10279.759766,133088500
2020-04-16,10420.259766,10438.370117,10236.240234,10301.540039,10301.540039,106131500
2020-04-17,10607.349609,10756.780273,10542.709961,10625.780273,10625.780273,143341400
2020-04-20,10704.349609,10707.309570,10444.549805,10675.900391,10675.900391,103611100
2020-04-21,10519.440430,10524.730469,10249.849609,10249.849609,10249.849609,121194400
2020-04-22,10370.250000,10425.019531,10321.200195,10415.030273,10415.030273,92389500
2020-04-23,10437.379883,10608.389648,10325.110352,10513.790039,10513.790039,97907700
2020-04-24,10299.309570,10486.469727,10299.309570,10336.089844,10336.089844,120035000
2020-04-27,10551.070313,10660.360352,10523.099609,10659.990234,10659.990234,122476600
2020-04-28,10658.469727,10897.820313,10651.580078,10795.629883,10795.629883,146549900
2020-04-29,10812.740234,11125.349609,10789.519531,11107.740234,11107.740234,145350700
2020-04-30,11195.209961,11235.570313,10839.299805,10861.639648,10861.639648,162733400
2020-05-04,10543.360352,10578.429688,10426.059570,10466.799805,10466.799805,140425100
2020-05-05,10627.070313,10736.950195,10518.940430,10729.459961,10729.459961,103766700
2020-05-06,10716.509766,10773.860352,10598.900391,10606.200195,10606.200195,94905700
2020-05-07,10640.769531,10761.860352,10617.230469,10759.269531,10759.269531,102151600
2020-05-08,10882.440430,10918.320313,10819.070313,10904.480469,10904.480469,81795700
2020-05-11,10948.240234,10986.219727,10740.820313,10824.990234,10824.990234,88080900
2020-05-12,10777.740234,10886.009766,10772.580078,10819.500000,10819.500000,88857600
2020-05-13,10669.990234,10698.129883,10530.320313,10542.660156,10542.660156,108739000
2020-05-14,10418.040039,10474.080078,10160.889648,10337.019531,10337.019531,133623600
2020-05-15,10470.849609,10547.190430,10382.540039,10465.169922,10465.169922,116082600
2020-05-18,10683.860352,11089.500000,10677.519531,11058.870117,11058.870117,118984900
2020-05-19,11200.919922,11201.179688,10936.070313,11075.290039,11075.290039,125543400
2020-05-20,11029.330078,11246.910156,10978.570313,11223.709961,11223.709961,98827200
2020-05-21,11088.120117,11194.919922,11036.910156,11065.929688,11065.929688,73570300
2020-05-22,10896.280273,11138.150391,10867.169922,11073.870117,11073.870117,86150600
2020-05-25,11186.040039,11391.280273,11118.120117,11391.280273,11391.280273,72133500
2020-05-26,11488.990234,11544.349609,11429.879883,11504.650391,11504.650391,124580900
2020-05-27,11530.200195,11747.200195,11519.769531,11657.690430,11657.690430,168966900
2020-05-28,11746.780273,11813.139648,11654.830078,11781.129883,11781.129883,124127000
2020-05-29,11649.370117,11729.980469,11575.740234,11586.849609,11586.849609,170600400
2020-06-02,11896.700195,12055.570313,11850.339844,12021.280273,12021.280273,143102700
2020-06-03,12147.120117,12507.410156,12133.700195,12487.360352,12487.360352,152036900
2020-06-04,12390.030273,12558.240234,12326.440430,12430.559570,12430.559570,138856600
2020-06-05,12565.160156,12858.790039,12560.190430,12847.679688,12847.679688,168928500
2020-06-08,12722.679688,12913.129883,12670.950195,12819.589844,12819.589844,140371700
2020-06-09,12859.830078,12864.910156,12502.450195,12617.990234,12617.990234,145984300
2020-06-10,12719.150391,12763.889648,12471.059570,12530.160156,12530.160156,112489400
2020-06-11,12223.419922,12301.950195,11970.290039,11970.290039,11970.290039,133278800
2020-06-12,11876.339844,12172.629883,11828.660156,11949.280273,11949.280273,118016300
2020-06-15,11661.360352,11968.059570,11597.820313,11911.349609,11911.349609,99879200
2020-06-16,12168.370117,12434.269531,12132.799805,12315.660156,12315.660156,122780400
2020-06-17,12312.440430,12432.230469,12288.169922,12382.139648,12382.139648,102040400
2020-06-18,12347.490234,12483.839844,12189.669922,12281.530273,12281.530273,154821700
2020-06-19,12375.179688,12447.150391,12319.190430,12330.759766,12330.759766,227975200
2020-06-22,12194.480469,12399.370117,12172.120117,12262.969727,12262.969727,91977200
2020-06-23,12360.089844,12616.120117,12332.099609,12523.759766,12523.759766,113421700
2020-06-24,12459.809570,12489.240234,12093.940430,12093.940430,12093.940430,102775200
2020-06-25,12102.250000,12236.459961,11957.309570,12177.870117,12177.870117,128245800
2020-06-26,12308.480469,12347.450195,12060.889648,12089.389648,12089.389648,111965200
2020-06-29,12090.410156,12297.679688,12045.259766,12232.120117,12232.120117,121308400
2020-06-30,12287.940430,12350.349609,12188.089844,12310.929688,12310.929688,124633200
2020-07-01,12391.719727,12391.719727,12095.110352,12260.570313,12260.570313,81131500
2020-07-02,12378.799805,12658.169922,12370.719727,12608.459961,12608.459961,103857000
2020-07-03,12644.599609,12649.980469,12476.129883,12528.179688,12528.179688,54014400
2020-07-06,12774.769531,12842.589844,12655.209961,12733.450195,12733.450195,78193500
2020-07-07,12660.089844,12661.120117,12525.179688,12616.799805,12616.799805,78792300
2020-07-08,12542.580078,12670.190430,12463.219727,12494.809570,12494.809570,74362600
2020-07-09,12639.169922,12709.679688,12459.160156,12489.459961,12489.459961,76140500
2020-07-10,12442.219727,12649.990234,12416.690430,12633.709961,12633.709961,72727400
2020-07-13,12817.190430,12836.410156,12688.940430,12799.969727,12799.969727,72522700
2020-07-14,12642.230469,12697.910156,12535.900391,12697.360352,12697.360352,76739200
2020-07-15,12812.110352,12999.839844,12773.440430,12930.980469,12930.980469,78620200
2020-07-16,12857.299805,12919.230469,12805.469727,12874.969727,12874.969727,68007000
2020-07-17,12915.269531,12954.250000,12870.269531,12919.610352,12919.610352,75182300
2020-07-20,12898.110352,13063.690430,12811.719727,13046.919922,13046.919922,59658600
2020-07-21,13194.929688,13313.900391,13147.299805,13171.830078,13171.830078,92171700
2020-07-22,13165.290039,13197.919922,13067.059570,13104.250000,13104.250000,68185200
2020-07-23,13183.500000,13217.730469,13072.820313,13103.389648,13103.389648,64544500
2020-07-24,12919.309570,12935.500000,12812.019531,12838.059570,12838.059570,63775500
2020-07-27,12865.750000,12908.660156,12811.440430,12838.660156,12838.660156,60602800
2020-07-28,12886.230469,12936.009766,12746.459961,12835.280273,12835.280273,58126400
2020-07-29,12819.629883,12864.389648,12789.969727,12822.259766,12822.259766,70233500
2020-07-30,12762.120117,12768.709961,12253.919922,12379.650391,12379.650391,103737800
2020-07-31,12403.099609,12524.750000,12313.360352,12313.360352,12313.360352,81406400
2020-08-03,12374.459961,12698.559570,12365.610352,12646.980469,12646.980469,73270900
2020-08-04,12744.129883,12768.580078,12528.070313,12600.870117,12600.870117,65605800
2020-08-05,12667.120117,12757.030273,12632.990234,12660.250000,12660.250000,67957000
2020-08-06,12664.549805,12799.209961,12519.849609,12591.679688,12591.679688,67702900
2020-08-07,12634.790039,12691.660156,12517.440430,12674.879883,12674.879883,57754800
2020-08-10,12729.099609,12753.120117,12605.820313,12687.530273,12687.530273,49572900
2020-08-11,12806.969727,13046.129883,12802.059570,12946.889648,12946.889648,77566500
2020-08-12,12917.339844,13101.120117,12879.110352,13058.629883,13058.629883,62437900
2020-08-13,13044.469727,13075.250000,12956.299805,12993.709961,12993.709961,60055500
2020-08-14,12965.219727,12971.080078,12797.519531,12901.339844,12901.339844,54988600
2020-08-17,12924.879883,12960.839844,12847.849609,12920.660156,12920.660156,44400800
2020-08-18,12836.870117,13052.839844,12807.000000,12881.759766,12881.759766,56723900
2020-08-19,12838.629883,12980.700195,12833.799805,12977.330078,12977.330078,52633400
2020-08-20,12829.389648,12891.139648,12755.519531,12830.000000,12830.000000,54738500
2020-08-21,12879.450195,12911.269531,12633.709961,12764.799805,12764.799805,71999900
2020-08-24,12945.969727,13104.309570,12924.700195,13066.540039,13066.540039,64175000
2020-08-25,13136.769531,13221.820313,13060.870117,13061.620117,13061.620117,55974200
2020-08-26,13041.830078,13192.320313,13010.530273,13190.150391,13190.150391,46701500
2020-08-27,13206.580078,13218.049805,13087.370117,13096.360352,13096.360352,53031400
2020-08-28,13140.599609,13147.240234,12951.259766,13033.200195,13033.200195,63768900
2020-08-31,13103.929688,13148.190430,12923.759766,12945.379883,12945.379883,59561900
2020-09-01,13037.200195,13127.280273,12850.299805,12974.250000,12974.250000,63053900
2020-09-02,13071.660156,13303.169922,13062.169922,13243.429688,13243.429688,80774100
2020-09-03,13354.719727,13460.459961,13004.830078,13057.769531,13057.769531,81698500
2020-09-04,12916.120117,13127.080078,12753.690430,12842.660156,12842.660156,94282700
2020-09-07,12931.400391,13117.610352,12920.919922,13100.280273,13100.280273,54819100
2020-09-08,13126.230469,13147.519531,12856.549805,12968.330078,12968.330078,72302300
2020-09-09,12990.519531,13257.540039,12973.459961,13237.209961,13237.209961,73655700
2020-09-10,13265.509766,13297.709961,13161.929688,13208.889648,13208.889648,56811700
2020-09-11,13198.740234,13255.469727,13117.459961,13202.839844,13202.839844,57027900
2020-09-14,13329.610352,13339.139648,13159.719727,13193.660156,13193.660156,49242800
2020-09-15,13220.809570,13262.809570,13138.200195,13217.669922,13217.669922,60478800
2020-09-16,13224.160156,13277.230469,13181.559570,13255.370117,13255.370117,62417900
2020-09-17,13060.179688,13245.870117,13035.940430,13208.120117,13208.120117,55914900
2020-09-18,13210.860352,13263.440430,13116.250000,13116.250000,13116.250000,185861100
2020-09-21,12998.900391,12998.900391,12505.160156,12542.440430,12542.440430,119641700
2020-09-22,12629.709961,12698.120117,12592.969727,12594.389648,12594.389648,69459600
2020-09-23,12737.320313,12830.700195,12642.969727,12642.969727,12642.969727,60244800
2020-09-24,12520.469727,12684.799805,12512.500000,12606.570313,12606.570313,61272100
2020-09-25,12615.910156,12622.769531,12341.580078,12469.200195,12469.200195,66129900
2020-09-28,12673.730469,12873.400391,12660.150391,12870.870117,12870.870117,72431000
2020-09-29,12817.790039,12859.139648,12738.299805,12825.820313,12825.820313,49842200
2020-09-30,12754.769531,12869.959961,12698.419922,12760.730469,12760.730469,70303900
2020-10-01,12812.080078,12836.650391,12671.230469,12730.769531,12730.769531,87114100
2020-10-02,12558.780273,12690.250000,12539.860352,12689.040039,12689.040039,67297700
2020-10-05,12824.049805,12842.480469,12727.750000,12828.309570,12828.309570,56734400
2020-10-06,12858.969727,12966.089844,12779.650391,12906.019531,12906.019531,60566500
2020-10-07,12901.290039,12959.019531,12837.110352,12928.570313,12928.570313,65533900
2020-10-08,13011.230469,13100.849609,12956.639648,13042.209961,13042.209961,64013400
2020-10-09,13070.040039,13096.440430,13009.980469,13051.230469,13051.230469,58947700
2020-10-12,13086.059570,13151.799805,13058.339844,13138.410156,13138.410156,48906400
2020-10-13,13132.900391,13132.900391,12959.700195,13018.990234,13018.990234,52838000
2020-10-14,13012.690430,13066.440430,12975.120117,13028.059570,13028.059570,52929600
2020-10-15,12826.129883,12839.549805,12599.820313,12703.750000,12703.750000,78930900
2020-10-16,12773.349609,12955.860352,12733.059570,12908.990234,12908.990234,76567800
2020-10-19,12948.629883,13028.730469,12820.259766,12854.660156,12854.660156,48577300
2020-10-20,12819.150391,12850.290039,12725.450195,12736.950195,12736.950195,61466800
2020-10-21,12764.450195,12765.049805,12545.589844,12557.639648,12557.639648,62615800
2020-10-22,12429.410156,12583.019531,12345.450195,12543.059570,12543.059570,59735400
2020-10-23,12517.980469,12718.269531,12514.990234,12645.750000,12645.750000,55669200
2020-10-26,12303.410156,12404.509766,12174.219727,12177.179688,12177.179688,81595500
2020-10-27,12206.419922,12223.599609,12034.799805,12063.570313,12063.570313,87405600
2020-10-28,11848.309570,11852.019531,11457.120117,11560.509766,11560.509766,137190500
2020-10-29,11631.070313,11707.429688,11458.559570,11598.070313,11598.070313,104958400
2020-10-30,11472.610352,11614.129883,11450.080078,11556.480469,11556.480469,85600400
2020-11-02,11602.910156,11838.000000,11551.360352,11788.280273,11788.280273,78370800
2020-11-03,11858.809570,12088.980469,11851.030273,12088.980469,12088.980469,86771500
2020-11-04,11896.110352,12329.959961,11848.209961,12324.219727,12324.219727,105442100
2020-11-05,12420.879883,12591.299805,12398.589844,12568.089844,12568.089844,87078000
2020-11-06,12531.740234,12595.870117,12370.080078,12480.019531,12480.019531,80481100
2020-11-09,12713.190430,13297.049805,12670.580078,13095.969727,13095.969727,189268100
2020-11-10,13109.769531,13237.589844,13018.429688,13163.110352,13163.110352,142547600
2020-11-11,13205.950195,13244.320313,13138.759766,13216.179688,13216.179688,95527800
2020-11-12,13073.480469,13168.089844,13022.280273,13052.950195,13052.950195,82374800
2020-11-13,13036.969727,13145.480469,13004.820313,13076.719727,13076.719727,79173300
2020-11-16,13170.519531,13277.450195,13081.110352,13138.610352,13138.610352,85190200
2020-11-17,13130.540039,13151.019531,13050.410156,13133.469727,13133.469727,68587800
2020-11-18,13086.429688,13213.629883,13074.669922,13201.889648,13201.889648,67639800
2020-11-19,13101.709961,13138.139648,13034.509766,13086.160156,13086.160156,68038800
2020-11-20,13054.639648,13172.910156,13054.639648,13137.250000,13137.250000,70127200
2020-11-23,13215.440430,13312.419922,13126.969727,13126.969727,13126.969727,68582800
2020-11-24,13254.419922,13296.759766,13192.320313,13292.440430,13292.440430,82733000
2020-11-25,13346.769531,13346.959961,13235.820313,13289.799805,13289.799805,76832800
2020-11-26,13315.209961,13316.190430,13274.889648,13286.570313,13286.570313,42951900
2020-11-27,13280.509766,13364.169922,13272.740234,13335.679688,13335.679688,63823200
2020-11-30,13270.509766,13445.110352,13256.759766,13291.160156,13291.160156,107366400
2020-12-01,13371.660156,13434.299805,13334.990234,13382.299805,13382.299805,66675500
2020-12-02,13341.910156,13359.269531,13272.469727,13313.240234,13313.240234,63822100
2020-12-03,13304.830078,13307.540039,13223.929688,13252.860352,13252.860352,64310300
2020-12-04,13230.610352,13315.370117,13225.080078,13298.959961,13298.959961,64074800
2020-12-07,13255.780273,13289.429688,13163.259766,13271.000000,13271.000000,54320100
2020-12-08,13248.019531,13297.490234,13199.450195,13278.490234,13278.490234,54198400
2020-12-09,13344.139648,13454.129883,13327.870117,13340.259766,13340.259766,77308800
2020-12-10,13341.679688,13370.440430,13213.059570,13295.730469,13295.730469,68806500
2020-12-11,13255.240234,13265.610352,13009.480469,13114.299805,13114.299805,82142300
2020-12-14,13224.259766,13292.299805,13190.530273,13223.160156,13223.160156,63016100
2020-12-15,13216.490234,13374.959961,13210.150391,13362.870117,13362.870117,67265000
2020-12-16,13416.290039,13596.740234,13412.410156,13565.980469,13565.980469,77798600
2020-12-17,13691.490234,13725.839844,13649.530273,13667.250000,13667.250000,77206700
2020-12-18,13649.660156,13774.450195,13624.250000,13630.509766,13630.509766,156772100
2020-12-21,13398.219727,13399.990234,13060.339844,13246.299805,13246.299805,98290900
2020-12-22,13311.019531,13441.589844,13310.419922,13418.110352,13418.110352,54622400
2020-12-23,13456.629883,13601.709961,13456.629883,13587.230469,13587.230469,48731200
2020-12-28,13779.049805,13818.650391,13740.209961,13790.290039,13790.290039,49250200
2020-12-29,13873.349609,13903.110352,13747.080078,13761.379883,13761.379883,43160200
2020-12-30,13750.990234,13797.089844,13717.469727,13718.780273,13718.780273,28318700
2021-01-04,13890.219727,13907.129883,13647.790039,13726.740234,13726.740234,70206700
2021-01-05,13680.690430,13768.129883,13566.469727,13651.219727,13651.219727,68899100
2021-01-06,13687.080078,13919.230469,13617.110352,13891.969727,13891.969727,92498800
2021-01-07,13946.530273,14007.469727,13902.240234,13968.240234,13968.240234,86104200
2021-01-08,14106.599609,14131.519531,14007.709961,14049.530273,14049.530273,79821100
2021-01-11,13986.419922,14007.650391,13806.690430,13936.660156,13936.660156,67154800
2021-01-12,13985.889648,13999.570313,13871.440430,13925.059570,13925.059570,75789600
2021-01-13,13899.059570,13978.429688,13868.830078,13939.709961,13939.709961,70600100
2021-01-14,13973.769531,14030.219727,13942.879883,13988.700195,13988.700195,75537900
2021-01-15,13904.299805,13958.160156,13672.669922,13787.730469,13787.730469,96853800
2021-01-18,13701.980469,13850.400391,13701.740234,13848.349609,13848.349609,49830600
2021-01-19,13935.929688,13940.049805,13804.459961,13815.059570,13815.059570,64904200
2021-01-20,13848.769531,13952.200195,13835.990234,13921.370117,13921.370117,65212300
2021-01-21,13997.780273,14026.349609,13878.839844,13906.669922,13906.669922,63248900
2021-01-22,13858.049805,13897.730469,13744.259766,13873.969727,13873.969727,74565500
2021-01-25,13943.959961,13946.849609,13599.780273,13643.950195,13643.950195,77572000
2021-01-26,13687.389648,13925.730469,13670.230469,13870.990234,13870.990234,79514500
2021-01-27,13827.469727,13851.839844,13475.030273,13620.459961,13620.459961,105224500
2021-01-28,13500.639648,13698.540039,13310.950195,13665.929688,13665.929688,90778400
2021-01-29,13474.200195,13593.030273,13403.740234,13432.870117,13432.870117,103416500
2021-02-01,13559.940430,13648.049805,13518.450195,13622.019531,13622.019531,65321300
2021-02-02,13724.120117,13844.940430,13693.929688,13835.160156,13835.160156,78714700
2021-02-03,13986.719727,13988.150391,13866.389648,13933.629883,13933.629883,82152900
2021-02-04,13971.940430,14069.889648,13955.700195,14060.290039,14060.290039,83865200
2021-02-05,14061.690430,14114.440430,14013.129883,14056.719727,14056.719727,76254800
2021-02-08,14156.839844,14169.490234,14056.549805,14059.910156,14059.910156,61532900
2021-02-09,14055.599609,14061.610352,13962.139648,14011.799805,14011.799805,58414500
2021-02-10,14063.120117,14063.120117,13830.120117,13932.969727,13932.969727,67411900
2021-02-11,13958.389648,14053.059570,13916.629883,14040.910156,14040.910156,53851500
2021-02-12,13976.129883,14050.959961,13916.730469,14049.889648,14049.889648,57699700
2021-02-15,null,null,null,null,null,null
2021-02-16,14105.129883,14130.740234,14049.980469,14064.599609,14064.599609,58655000
2021-02-17,14028.099609,14036.950195,13894.059570,13909.269531,13909.269531,81266800
2021-02-18,13926.839844,13961.049805,13853.769531,13886.929688,13886.929688,67920700
2021-02-19,13941.400391,14026.179688,13892.719727,13993.230469,13993.230469,72974000
